,CID,smiles_repr,selfies_repr,h_acc,h_don,C,H,O,N,P,Cl,S,Se,As,Br,Ca,Co,Fe,Hg,I,K,Mg,Na,Ni,W,B,F,Si,Te,Al
352,353,CC(C(C1=CNC2=C(N1C)C(=NC(=N2)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N,[C][C][Branch2][Branch1][O][C][Branch2][Ring2][#Branch1][C][=C][N][C][=C][Branch1][Branch1][N][Ring1][=Branch1][C][C][=Branch1][=Branch2][=N][C][=Branch1][Ring2][=N][Ring1][Branch2][N][O][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][O][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][O][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N],8,20,25,36,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,354,C(CC(=O)O)C=CC(=O)C(=O)O,[C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=C][C][=Branch1][C][=O][C][=Branch1][C][=O][O],2,5,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,355,C1=CC(=CC=C1C(=O)C(=O)O)O,[C][=C][C][=Branch1][#C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=Branch1][C][=O][O][O],2,4,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,356,CCCCCCCC,[C][C][C][C][C][C][C][C],0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,357,C1=C(C(C=C(C1Cl)Cl)Cl)Cl,[C][=C][Branch1][=C][C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][Ring1][=Branch1][Cl][Cl][Cl][Cl],0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,358,CC(CC(=O)CC(=O)O)N,[C][C][Branch1][N][C][C][=Branch1][C][=O][C][C][=Branch1][C][=O][O][N],2,4,6,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,359,C1=C(C=C(C=C1O)O)O,[C][=C][Branch1][O][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][O][O][O],3,3,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,360,CCC(=CCCCC(C)CCOP(=O)(O)OC1C(C(C(C(O1)CO)O)O)O)C,[C][C][C][=Branch2][Ring2][=Branch2][=C][C][C][C][C][Branch1][C][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][Branch1][P][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][C],5,9,18,35,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,361,C1C(CC(=O)C=C1O)O,[C][C][Branch1][O][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][O][O],2,3,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,362,C1=CC=C2C(C(C=CC2=C1)O)O,[C][=C][C][=C][C][Branch1][=N][C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][O][O],2,2,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,363,C(C=O)N,[C][Branch1][Ring1][C][=O][N],1,2,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,364,C(C(C(=O)O)N)N,[C][Branch1][#Branch2][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][N],3,4,3,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,365,CCCCCC=CCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,[C][C][C][C][C][C][=C][C][C][=C][C][C][C][C][C][C][C][C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][Branch2][=Branch1][Ring2][C][Branch1][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O],9,22,39,66,17,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,366,CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C,[C][C][=C][C][=Branch1][C][=O][O][C][=C][Ring1][#Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C],0,4,12,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,367,CC1=C2C=CC(=O)C=C2OC(=C1)O,[C][C][=C][C][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][O][C][=Branch1][Ring2][=C][Ring1][O][O],1,3,10,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,368,C(CCNCCCCN)CN,[C][Branch1][=Branch2][C][C][N][C][C][C][C][N][C][N],3,3,8,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,369,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(O)(O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O)NC(=NC2=O)N,[C][=N][C][=C][Branch2][Branch1][S][N][Ring1][Branch1][C][C][Branch2][Branch1][#Branch1][C][Branch2][Branch1][C][C][Branch1][Ring2][O][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][Branch1][C][O][Branch1][C][O][O][C][C][Branch2][Ring1][Ring2][C][Branch1][S][C][Branch1][N][C][Branch1][Ring2][O][Ring1][=Branch1][C][=Branch1][C][=O][O][O][O][O][O][O][N][C][=Branch1][#Branch1][=N][C][Ring2][Ring2][Ring2][=O][N],11,18,16,25,17,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,370,C1=C(C=C(C(=C1O)O)O)C(=O)O,[C][=C][Branch1][=C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][O][O][C][=Branch1][C][=O][O],4,5,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,371,C(#CC(=O)O)C(=O)O,[C][#Branch1][#Branch1][#C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],2,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,372,C1=C(C=C(OC1=O)C(=O)O)C(=O)O,[C][=C][Branch1][#C][C][=C][Branch1][=Branch1][O][C][Ring1][=Branch1][=O][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],2,6,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,373,C(=C(C=C(O)O)C(=O)O)C(=O)C(=O)O,[C][=Branch1][#C][=C][Branch1][#Branch1][C][=C][Branch1][C][O][O][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O],4,7,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,374,C(C(=CC(=O)C(=O)O)C(=O)O)C(=O)O,[C][Branch2][Ring1][Ring1][C][=Branch1][O][=C][C][=Branch1][C][=O][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],3,7,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,375,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C)C)C)C,[C][C][=Branch2][#Branch1][C][=C][C][C][C][=Branch2][=Branch1][#Branch2][=C][C][C][C][=Branch2][=Branch1][C][=C][C][C][C][=Branch2][Branch1][#Branch2][=C][C][C][C][=Branch2][Branch1][C][=C][C][C][C][=Branch2][Ring2][#Branch2][=C][C][C][C][=Branch2][Ring2][C][=C][C][C][C][=Branch2][Ring1][#Branch2][=C][C][C][C][=Branch2][Ring1][C][=C][C][C][C][=Branch1][O][=C][C][C][C][=Branch1][Ring2][=C][C][O][C][C][C][C][C][C][C][C][C][C][C],1,1,55,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,376,CC(=O)CC(CC(=O)O)O,[C][C][=Branch1][C][=O][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][O],2,4,6,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,377,CCC(=CCCCC(C)CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)C,[C][C][C][=Branch2][Branch1][=Branch1][=C][C][C][C][C][Branch1][C][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][Branch1][P][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][N][C][=Branch1][C][=O][C][C],6,12,20,39,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,378,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O,[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][O][P][=Branch1][C][=O][Branch1][C][O][O],2,6,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,379,CCCCCCCC(=O)O,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O],1,2,8,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,380,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,[C][C][C][C][C][C][C][C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][Branch2][=Branch1][Ring2][C][Branch1][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O],9,22,29,50,17,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,381,CC(=O)CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,[C][C][=Branch1][C][=O][C][C][Branch2][#Branch1][=N][C][C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][Branch2][=Branch1][Ring2][C][Branch1][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O],10,24,27,44,19,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,382,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O,[C][C][Branch1][C][C][Branch2][Branch1][=N][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][N][C][C][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O],10,23,28,40,18,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,383,CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(C(CC6C5C(CC7C6(CCC(C7)O)C)O)O)C,[C][C][Branch2][#Branch1][=C][C][C][C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][Branch2][=Branch1][Ring2][C][Branch1][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][P][C][Branch2][Ring1][N][C][C][C][Ring1][=Branch1][C][Branch2][Ring1][C][C][C][C][Ring1][=Branch1][Branch1][#Branch2][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][O][O][C],12,25,45,74,20,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,384,CCCC(C(=O)O)NC(C)C(=O)O,[C][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][Branch1][C][C][C][=Branch1][C][=O][O],3,5,8,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,385,C(CCC(=O)O)CCC(=O)O,[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][C][=Branch1][C][=O][O],2,4,7,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,386,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][Branch2][=Branch1][Ring2][C][Branch1][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O],9,22,41,74,17,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,387,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O,[C][C][Branch1][C][C][Branch2][Branch1][=N][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][N][C][C][S][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O],9,22,29,42,17,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,388,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O,[C][C][Branch1][C][C][Branch2][Branch1][=N][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch2][Ring1][=C][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][N][C][C][S][C][=Branch1][C][=O][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][O][O],11,25,25,40,20,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,389,C(CC(C(=O)O)N)CN,[C][Branch1][O][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][N],3,4,5,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,390,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O,[C][=C][N][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][C][C][Branch2][Branch1][#Branch1][C][Branch2][Branch1][C][C][Branch1][Ring2][O][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][Branch2][Ring1][Ring2][C][Branch1][S][C][Branch1][N][C][Branch1][Ring2][O][Ring1][=Branch1][C][=Branch1][C][=O][O][O][O][O][O][O],9,18,15,22,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,391,CCC(=CCCCC(C)CCOP(=O)(O)OP(=O)(O)O)C,[C][C][C][=Branch2][Ring1][N][=C][C][C][C][C][Branch1][C][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C],3,7,12,26,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,392,C(CC(CC(=O)O)N)CN,[C][Branch1][N][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][N],3,4,6,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,393,C(C(C(C(=O)C(C(=O)O)O)O)O)OP(=O)(O)O,[C][Branch2][Ring1][#Branch1][C][Branch2][Ring1][C][C][Branch1][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][O][O][O][O][P][=Branch1][C][=O][Branch1][C][O][O],6,10,6,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,394,CCC1=C(C2C=C3C(=C(C(=CC4=NC(=CC5=C(C(=C([N-]5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(=C4CCC(=O)O)C)[N-]3)CCC(=O)O)C)C(C)SCC(C(=O)NC)N.[Fe+3],[C][C][C][=C][Branch2][#Branch1][O][C][C][=C][C][=Branch2][#Branch1][Ring1][=C][Branch2][=Branch1][Branch2][C][=Branch2][Branch1][S][=C][C][=N][C][=Branch2][Ring2][#Branch2][=C][C][=C][Branch2][Ring2][Ring1][C][=Branch1][S][=C][Branch1][Ring2][N-1][Ring1][Branch1][C][=C][Ring2][Ring1][Ring2][N-1][Ring2][Ring1][Ring1][C][Branch1][C][C][S][C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][C][N][C][C][=Branch1][N][=C][Ring2][Ring1][=Branch2][C][C][C][=Branch1][C][=O][O][C][N-1][Ring2][Ring2][Branch1][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][S][C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][C][N].[Fe+3],6,14,43,55,6,8,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394,395,CCC1=C(C2C=C3C(=C(C(=CC4=C(C(=C(N4)C=C5C(=C(C(=CC1=N2)N5)C(C)SCC(C(=O)NC)N)C)C)CCC(=O)O)N3)CCC(=O)O)C)C(C)SCC(C(=O)NC)N,[C][C][C][=C][Branch2][#Branch1][=N][C][C][=C][C][=Branch2][#Branch1][Branch1][=C][Branch2][=Branch1][#Branch2][C][=Branch2][=Branch1][C][=C][C][=C][Branch2][Branch1][Branch1][C][=Branch2][Ring2][S][=C][Branch1][Ring2][N][Ring1][Branch1][C][=C][C][=Branch2][Ring2][Ring1][=C][Branch1][S][C][=Branch1][#Branch2][=C][C][Ring2][Ring1][Branch1][=N][Ring2][Ring1][Ring2][N][Ring1][Branch2][C][Branch1][C][C][S][C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][C][N][C][C][C][C][C][=Branch1][C][=O][O][N][Ring2][Ring2][Branch1][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][S][C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][C][N],9,13,43,58,6,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,396,CCC1=C(C2C=C3C(=C(C(=CC4=NC(=CC5=C(C(=C([N-]5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(=C4CCC(=O)O)C)[N-]3)CCC(=O)O)C)C(C)SCC(C(=O)NC)N.[Fe+2],[C][C][C][=C][Branch2][#Branch1][O][C][C][=C][C][=Branch2][#Branch1][Ring1][=C][Branch2][=Branch1][Branch2][C][=Branch2][Branch1][S][=C][C][=N][C][=Branch2][Ring2][#Branch2][=C][C][=C][Branch2][Ring2][Ring1][C][=Branch1][S][=C][Branch1][Ring2][N-1][Ring1][Branch1][C][=C][Ring2][Ring1][Ring2][N-1][Ring2][Ring1][Ring1][C][Branch1][C][C][S][C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][C][N][C][C][=Branch1][N][=C][Ring2][Ring1][=Branch2][C][C][C][=Branch1][C][=O][O][C][N-1][Ring2][Ring2][Branch1][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][S][C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][C][N].[Fe+2],6,14,43,55,6,8,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
396,397,C1=CC=C2C(=C1)C(=CN2)CC(=O)N,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][Branch1][=C][N][Ring1][=Branch1][C][C][=Branch1][C][=O][N],2,1,10,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,398,CC(C)[N+](=O)[O-],[C][C][Branch1][C][C][N+1][=Branch1][C][=O][O-1],0,2,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,399,C(=CC(=O)O)C(=CC(=O)O)C(=O)O,[C][=Branch1][#Branch1][=C][C][=Branch1][C][=O][O][C][=Branch1][#Branch1][=C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],3,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,400,C1=CC=C(C(=C1)C=O)NC=O,[C][=C][C][=C][Branch1][=Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=O][N][C][=O],1,2,8,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,401,C1C(C(=O)NO1)N,[C][C][Branch1][=Branch2][C][=Branch1][C][=O][N][O][Ring1][=Branch1][N],2,3,3,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,402,S,[S],1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,403,C1=CC(=CC=C1N)O,[C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][N][O],2,2,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,404,C(CCNO)CC(C(=O)O)N,[C][Branch1][Branch1][C][C][N][O][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N],4,5,6,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,405,CC(C)CCCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C,[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][=N][C][C][C][C][Ring1][=Branch1][C][Branch2][Ring1][C][C][=C][C][Ring1][=Branch1][Branch1][#Branch2][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][O][C],2,2,27,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,406,[O-]P(=O)[O-],[O-1][P][=Branch1][C][=O][O-1],0,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,407,OP(=O)O,[O][P][=Branch1][C][=O][O],2,3,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,408,CN1C(CCC1=O)C2=CN=CC=C2,[C][N][C][Branch1][#Branch1][C][C][C][Ring1][Branch1][=O][C][=C][N][=C][C][=C][Ring1][=Branch1],0,2,10,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,409,C[N+]1(CCCC1C2=CN=CC=C2)[O-],[C][N+1][Branch1][#C][C][C][C][C][Ring1][Branch1][C][=C][N][=C][C][=C][Ring1][=Branch1][O-1],0,2,10,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
